round,timestamp,result
7464,2025-11-01T15:30:07.578703,B
7465,2025-11-01T15:30:08.578706,B
7466,2025-11-01T15:30:09.578710,P
7467,2025-11-01T15:30:10.578713,B
7468,2025-11-01T15:30:11.578717,P
7469,2025-11-01T15:30:12.578720,B
7470,2025-11-01T15:30:13.578724,P
7471,2025-11-01T15:30:14.578728,P
7472,2025-11-01T15:30:15.578731,B
7473,2025-11-01T15:30:16.578735,B
7474,2025-11-01T15:30:17.578738,B
7475,2025-11-01T15:30:18.578741,B
7476,2025-11-01T15:30:19.578745,B
7477,2025-11-01T15:30:20.578748,P
7478,2025-11-01T15:30:21.578752,T
7479,2025-11-01T15:30:22.578755,B
7480,2025-11-01T15:30:23.578759,P
7481,2025-11-01T15:30:24.578762,B
7482,2025-11-01T15:30:25.578765,P
7483,2025-11-01T15:30:26.578769,T
7484,2025-11-01T15:30:27.578773,P
7485,2025-11-01T15:30:28.578776,P
7486,2025-11-01T15:30:29.578780,B
7487,2025-11-01T15:30:30.578784,P
7488,2025-11-01T15:30:31.578787,P
7489,2025-11-01T15:30:32.578791,P
7490,2025-11-01T15:30:33.578794,P
7491,2025-11-01T15:30:34.578798,P
7492,2025-11-01T15:30:35.578801,B
7493,2025-11-01T15:30:36.578805,B
7494,2025-11-01T15:30:37.578808,P
7495,2025-11-01T15:30:38.578811,B
7496,2025-11-01T15:30:39.578815,P
7497,2025-11-01T15:30:40.578818,B
7498,2025-11-01T15:30:41.578822,B
7499,2025-11-01T15:30:42.578825,P
7500,2025-11-01T15:30:43.578829,B
7501,2025-11-01T15:30:44.578832,P
7502,2025-11-01T15:30:45.578835,T
7503,2025-11-01T15:30:46.578839,P
7504,2025-11-01T15:30:47.578842,B
7505,2025-11-01T15:30:48.578846,B
7506,2025-11-01T15:30:49.578849,P
7507,2025-11-01T15:30:50.578853,B
7508,2025-11-01T15:30:51.578856,B
7509,2025-11-01T15:30:52.578859,B
7510,2025-11-01T15:30:53.578863,B
7511,2025-11-01T15:30:54.578866,P
7512,2025-11-01T15:30:55.578870,T
7513,2025-11-01T15:30:56.578873,P
7514,2025-11-01T15:30:57.578877,B
7515,2025-11-01T15:30:58.578880,P
7516,2025-11-01T15:30:59.578884,B
7517,2025-11-01T15:31:00.578887,B
7518,2025-11-01T15:31:01.578928,B
7519,2025-11-01T15:31:02.578932,P
7520,2025-11-01T15:31:03.578936,B
7521,2025-11-01T15:31:04.578939,P
7522,2025-11-01T15:31:05.578943,B
7523,2025-11-01T15:31:06.578946,B
7524,2025-11-01T15:31:07.578950,P
7525,2025-11-01T15:31:08.578953,B
7526,2025-11-01T15:31:09.578957,P
7527,2025-11-01T15:31:10.578960,P
7528,2025-11-01T15:31:11.578964,P
7529,2025-11-01T15:31:12.578967,P
7530,2025-11-01T15:31:13.578971,P
7531,2025-11-01T15:31:14.578974,B
7532,2025-11-01T15:31:15.578977,B
7533,2025-11-01T15:31:16.578981,B
7534,2025-11-01T15:31:17.578984,B
7535,2025-11-01T15:31:18.578988,T
7536,2025-11-01T15:31:19.578991,P
7537,2025-11-01T15:31:20.578995,P
7538,2025-11-01T15:31:21.578998,T
7539,2025-11-01T15:31:22.579002,P
7540,2025-11-01T15:31:23.579005,P
7541,2025-11-01T15:31:24.579009,B
7542,2025-11-01T15:31:25.579012,B
7543,2025-11-01T15:31:26.579016,P
7544,2025-11-01T15:31:27.579019,B
7545,2025-11-01T15:31:28.579022,P
7546,2025-11-01T15:31:29.579026,B
7547,2025-11-01T15:31:30.579029,T
7548,2025-11-01T15:31:31.579033,B
7549,2025-11-01T15:31:32.579036,P
7550,2025-11-01T15:31:33.579040,B
7551,2025-11-01T15:31:34.579043,P
7552,2025-11-01T15:31:35.579047,B
7553,2025-11-01T15:31:36.579050,P
7554,2025-11-01T15:31:37.579053,P
7555,2025-11-01T15:31:38.579057,P
7556,2025-11-01T15:31:39.579060,B
7557,2025-11-01T15:31:40.579064,B
7558,2025-11-01T15:31:41.579067,B
7559,2025-11-01T15:31:42.579071,B
7560,2025-11-01T15:31:43.579074,B
7561,2025-11-01T15:31:44.579078,P
7562,2025-11-01T15:31:45.579081,B
7563,2025-11-01T15:31:46.579085,P
7564,2025-11-01T15:31:47.579088,P
7565,2025-11-01T15:31:48.579091,P
7566,2025-11-01T15:31:49.579095,T
7567,2025-11-01T15:31:50.579099,B
7568,2025-11-01T15:31:51.579102,P
7569,2025-11-01T15:31:52.579105,B
7570,2025-11-01T15:31:53.579109,B
7571,2025-11-01T15:31:54.579112,B
7572,2025-11-01T15:31:55.579116,B
7573,2025-11-01T15:31:56.579119,B
7574,2025-11-01T15:31:57.579123,B
7575,2025-11-01T15:31:58.579126,B
7576,2025-11-01T15:31:59.579130,B
7577,2025-11-01T15:32:00.579133,B
7578,2025-11-01T15:32:01.579136,B
7579,2025-11-01T15:32:02.579140,P
7580,2025-11-01T15:32:03.579143,B
7581,2025-11-01T15:32:04.579147,P
7582,2025-11-01T15:32:05.579150,P
7583,2025-11-01T15:32:06.579154,B
7584,2025-11-01T15:32:07.579158,T
7585,2025-11-01T15:32:08.579161,B
7586,2025-11-01T15:32:09.579164,P
7587,2025-11-01T15:32:10.579168,B
7588,2025-11-01T15:32:11.579171,B
7589,2025-11-01T15:32:12.579175,P
7590,2025-11-01T15:32:13.579178,P
7591,2025-11-01T15:32:14.579182,B
7592,2025-11-01T15:32:15.579185,B
7593,2025-11-01T15:32:16.579189,P
7594,2025-11-01T15:32:17.579192,P
7595,2025-11-01T15:32:18.579196,B
7596,2025-11-01T15:32:19.579199,P
7597,2025-11-01T15:32:20.579203,P
7598,2025-11-01T15:32:21.579206,B
7599,2025-11-01T15:32:22.579209,B
7600,2025-11-01T15:32:23.579213,B
7601,2025-11-01T15:32:24.579216,B
7602,2025-11-01T15:32:25.579220,B
7603,2025-11-01T15:32:26.579223,P
7604,2025-11-01T15:32:27.579227,T
7605,2025-11-01T15:32:28.579230,T
7606,2025-11-01T15:32:29.579234,B
7607,2025-11-01T15:32:30.579237,B
7608,2025-11-01T15:32:31.579240,B
7609,2025-11-01T15:32:32.579244,B
7610,2025-11-01T15:32:33.579247,B
7611,2025-11-01T15:32:34.579251,B
7612,2025-11-01T15:32:35.579254,T
7613,2025-11-01T15:32:36.579258,B
7614,2025-11-01T15:32:37.579261,P
7615,2025-11-01T15:32:38.579265,P
7616,2025-11-01T15:32:39.579268,P
7617,2025-11-01T15:32:40.579272,B
7618,2025-11-01T15:32:41.579275,B
7619,2025-11-01T15:32:42.579278,B
7620,2025-11-01T15:32:43.579282,P
7621,2025-11-01T15:32:44.579285,B
7622,2025-11-01T15:32:45.579289,B
7623,2025-11-01T15:32:46.579292,B
7624,2025-11-01T15:32:47.579295,B
7625,2025-11-01T15:32:48.579299,B
7626,2025-11-01T15:32:49.579303,T
7627,2025-11-01T15:32:50.579306,T
7628,2025-11-01T15:32:51.579310,B
7629,2025-11-01T15:32:52.579313,B
7630,2025-11-01T15:32:53.579316,B
7631,2025-11-01T15:32:54.579320,B
7632,2025-11-01T15:32:55.579323,P
7633,2025-11-01T15:32:56.579327,T
7634,2025-11-01T15:32:57.579330,P
7635,2025-11-01T15:32:58.579334,T
7636,2025-11-01T15:32:59.579337,B
7637,2025-11-01T15:33:00.579341,B
7638,2025-11-01T15:33:01.579344,B
7639,2025-11-01T15:33:02.579347,B
7640,2025-11-01T15:33:03.579351,B
7641,2025-11-01T15:33:04.579354,T
7642,2025-11-01T15:33:05.579358,P
7643,2025-11-01T15:33:06.579361,P
7644,2025-11-01T15:33:07.579365,P
7645,2025-11-01T15:33:08.579368,B
7646,2025-11-01T15:33:09.579372,B
7647,2025-11-01T15:33:10.579376,B
7648,2025-11-01T15:33:11.579379,P
7649,2025-11-01T15:33:12.579383,P
7650,2025-11-01T15:33:13.579386,P
7651,2025-11-01T15:33:14.579389,P
7652,2025-11-01T15:33:15.579393,T
7653,2025-11-01T15:33:16.579396,B
7654,2025-11-01T15:33:17.579400,B
7655,2025-11-01T15:33:18.579403,B
7656,2025-11-01T15:33:19.579407,B
7657,2025-11-01T15:33:20.579410,B
7658,2025-11-01T15:33:21.579414,P
7659,2025-11-01T15:33:22.579417,P
7660,2025-11-01T15:33:23.579421,B
7661,2025-11-01T15:33:24.579424,B
7662,2025-11-01T15:33:25.579427,P
7663,2025-11-01T15:33:26.579431,B
7664,2025-11-01T15:33:27.579434,P
7665,2025-11-01T15:33:28.579438,B
7666,2025-11-01T15:33:29.579442,B
7667,2025-11-01T15:33:30.579445,P
7668,2025-11-01T15:33:31.579449,B
7669,2025-11-01T15:33:32.579452,P
7670,2025-11-01T15:33:33.579456,P
7671,2025-11-01T15:33:34.579459,P
7672,2025-11-01T15:33:35.579463,P
7673,2025-11-01T15:33:36.579466,B
7674,2025-11-01T15:33:37.579470,P
7675,2025-11-01T15:33:38.579473,P
7676,2025-11-01T15:33:39.579476,P
7677,2025-11-01T15:33:40.579480,P
7678,2025-11-01T15:33:41.579483,B
7679,2025-11-01T15:33:42.579487,T
7680,2025-11-01T15:33:43.579490,B
7681,2025-11-01T15:33:44.579494,B
7682,2025-11-01T15:33:45.579497,P
7683,2025-11-01T15:33:46.579501,P
7684,2025-11-01T15:33:47.579504,P
7685,2025-11-01T15:33:48.579508,P
7686,2025-11-01T15:33:49.579511,T
7687,2025-11-01T15:33:50.579515,B
7688,2025-11-01T15:33:51.579518,P
7689,2025-11-01T15:33:52.579521,B
7690,2025-11-01T15:33:53.579525,B
7691,2025-11-01T15:33:54.579529,P
7692,2025-11-01T15:33:55.579532,B
7693,2025-11-01T15:33:56.579536,P
7694,2025-11-01T15:33:57.579539,P
7695,2025-11-01T15:33:58.579543,P
7696,2025-11-01T15:33:59.579546,B
7697,2025-11-01T15:34:00.579549,P
7698,2025-11-01T15:34:01.579553,B
7699,2025-11-01T15:34:02.579556,B
7700,2025-11-01T15:34:03.579560,P
7701,2025-11-01T15:34:04.579563,B
7702,2025-11-01T15:34:05.579567,P
7703,2025-11-01T15:34:06.579570,P
7704,2025-11-01T15:34:07.579574,B
7705,2025-11-01T15:34:08.579578,P
7706,2025-11-01T15:34:09.579581,B
7707,2025-11-01T15:34:10.579585,P
7708,2025-11-01T15:34:11.579588,P
7709,2025-11-01T15:34:12.579592,T
7710,2025-11-01T15:34:13.579595,B
7711,2025-11-01T15:34:14.579599,B
7712,2025-11-01T15:34:15.579602,B
7713,2025-11-01T15:34:16.579606,B
7714,2025-11-01T15:34:17.579609,B
7715,2025-11-01T15:34:18.579613,T
7716,2025-11-01T15:34:19.579616,B
7717,2025-11-01T15:34:20.579619,B
7718,2025-11-01T15:34:21.579623,P
7719,2025-11-01T15:34:22.579627,P
7720,2025-11-01T15:34:23.579630,T
7721,2025-11-01T15:34:24.579634,P
7722,2025-11-01T15:34:25.579637,B
7723,2025-11-01T15:34:26.579640,P
7724,2025-11-01T15:34:27.579645,T
7725,2025-11-01T15:34:28.579651,B
7726,2025-11-01T15:34:29.579686,B
7727,2025-11-01T15:34:30.579691,B
7728,2025-11-01T15:34:31.579695,B
7729,2025-11-01T15:34:32.579698,P
7730,2025-11-01T15:34:33.579702,B
7731,2025-11-01T15:34:34.579705,B
7732,2025-11-01T15:34:35.579709,B
7733,2025-11-01T15:34:36.579712,B
7734,2025-11-01T15:34:37.579715,B
7735,2025-11-01T15:34:38.579719,P
7736,2025-11-01T15:34:39.579722,B
7737,2025-11-01T15:34:40.579726,B
7738,2025-11-01T15:34:41.579729,P
7739,2025-11-01T15:34:42.579732,B
7740,2025-11-01T15:34:43.579736,T
7741,2025-11-01T15:34:44.579739,B
7742,2025-11-01T15:34:45.579743,B
7743,2025-11-01T15:34:46.579746,P
7744,2025-11-01T15:34:47.579750,P
7745,2025-11-01T15:34:48.579753,B
7746,2025-11-01T15:34:49.579756,B
7747,2025-11-01T15:34:50.579760,P
7748,2025-11-01T15:34:51.579763,P
7749,2025-11-01T15:34:52.579767,B
7750,2025-11-01T15:34:53.579771,B
7751,2025-11-01T15:34:54.579774,B
7752,2025-11-01T15:34:55.579819,B
7753,2025-11-01T15:34:56.579823,B
7754,2025-11-01T15:34:57.579826,P
7755,2025-11-01T15:34:58.579830,P
7756,2025-11-01T15:34:59.579833,B
7757,2025-11-01T15:35:00.579837,P
7758,2025-11-01T15:35:01.579840,B
7759,2025-11-01T15:35:02.579844,P
7760,2025-11-01T15:35:03.579847,B
7761,2025-11-01T15:35:04.579851,T
7762,2025-11-01T15:35:05.579854,P
7763,2025-11-01T15:35:06.579857,P
7764,2025-11-01T15:35:07.579861,P
7765,2025-11-01T15:35:08.579864,P
7766,2025-11-01T15:35:09.579868,P
7767,2025-11-01T15:35:10.579871,T
7768,2025-11-01T15:35:11.579875,B
7769,2025-11-01T15:35:12.579878,P
7770,2025-11-01T15:35:13.579882,P
7771,2025-11-01T15:35:14.579885,B
7772,2025-11-01T15:35:15.579889,B
7773,2025-11-01T15:35:16.579892,P
7774,2025-11-01T15:35:17.579896,P
7775,2025-11-01T15:35:18.579899,B
7776,2025-11-01T15:35:19.579903,P
7777,2025-11-01T15:35:20.579906,P
7778,2025-11-01T15:35:21.579909,B
7779,2025-11-01T15:35:22.579913,B
7780,2025-11-01T15:35:23.579916,B
7781,2025-11-01T15:35:24.579920,B
7782,2025-11-01T15:35:25.579923,B
7783,2025-11-01T15:35:26.579926,B
7784,2025-11-01T15:35:27.579930,B
7785,2025-11-01T15:35:28.579933,P
7786,2025-11-01T15:35:29.579937,P
7787,2025-11-01T15:35:30.579940,P
7788,2025-11-01T15:35:31.579944,P
7789,2025-11-01T15:35:32.579948,B
7790,2025-11-01T15:35:33.579951,T
7791,2025-11-01T15:35:34.579955,B
7792,2025-11-01T15:35:35.579958,P
7793,2025-11-01T15:35:36.579962,P
7794,2025-11-01T15:35:37.579965,P
7795,2025-11-01T15:35:38.579969,T
7796,2025-11-01T15:35:39.579972,B
7797,2025-11-01T15:35:40.579975,B
7798,2025-11-01T15:35:41.579980,B
7799,2025-11-01T15:35:42.579983,B
7800,2025-11-01T15:35:43.579987,P
7801,2025-11-01T15:35:44.579990,P
7802,2025-11-01T15:35:45.579993,B
7803,2025-11-01T15:35:46.579997,B
7804,2025-11-01T15:35:47.580000,B
7805,2025-11-01T15:35:48.580004,P
7806,2025-11-01T15:35:49.580007,T
7807,2025-11-01T15:35:50.580011,T
7808,2025-11-01T15:35:51.580014,B
7809,2025-11-01T15:35:52.580018,B
7810,2025-11-01T15:35:53.580021,P
7811,2025-11-01T15:35:54.580024,P
7812,2025-11-01T15:35:55.580028,B
7813,2025-11-01T15:35:56.580031,P
7814,2025-11-01T15:35:57.580035,B
7815,2025-11-01T15:35:58.580038,P
7816,2025-11-01T15:35:59.580042,B
7817,2025-11-01T15:36:00.580045,P
7818,2025-11-01T15:36:01.580049,B
7819,2025-11-01T15:36:02.580052,P
7820,2025-11-01T15:36:03.580056,P
7821,2025-11-01T15:36:04.580059,T
7822,2025-11-01T15:36:05.580063,B
7823,2025-11-01T15:36:06.580066,P
7824,2025-11-01T15:36:07.580070,B
7825,2025-11-01T15:36:08.580073,P
7826,2025-11-01T15:36:09.580076,P
7827,2025-11-01T15:36:10.580080,P
7828,2025-11-01T15:36:11.580083,B
7829,2025-11-01T15:36:12.580087,P
7830,2025-11-01T15:36:13.580090,B
7831,2025-11-01T15:36:14.580094,P
7832,2025-11-01T15:36:15.580097,B
7833,2025-11-01T15:36:16.580101,P
7834,2025-11-01T15:36:17.580104,P
7835,2025-11-01T15:36:18.580108,B
7836,2025-11-01T15:36:19.580111,B
7837,2025-11-01T15:36:20.580114,P
7838,2025-11-01T15:36:21.580118,B
7839,2025-11-01T15:36:22.580121,P
7840,2025-11-01T15:36:23.580125,B
7841,2025-11-01T15:36:24.580128,P
7842,2025-11-01T15:36:25.580132,B
7843,2025-11-01T15:36:26.580135,P
7844,2025-11-01T15:36:27.580139,P
7845,2025-11-01T15:36:28.580142,P
7846,2025-11-01T15:36:29.580146,P
7847,2025-11-01T15:36:30.580149,P
7848,2025-11-01T15:36:31.580153,P
7849,2025-11-01T15:36:32.580156,P
7850,2025-11-01T15:36:33.580160,B
7851,2025-11-01T15:36:34.580163,B
7852,2025-11-01T15:36:35.580167,P
7853,2025-11-01T15:36:36.580170,P
7854,2025-11-01T15:36:37.580173,P
7855,2025-11-01T15:36:38.580177,B
7856,2025-11-01T15:36:39.580180,P
7857,2025-11-01T15:36:40.580184,P
7858,2025-11-01T15:36:41.580187,B
7859,2025-11-01T15:36:42.580191,P
7860,2025-11-01T15:36:43.580194,P
7861,2025-11-01T15:36:44.580198,T
7862,2025-11-01T15:36:45.580201,P
7863,2025-11-01T15:36:46.580205,B
7864,2025-11-01T15:36:47.580208,B
7865,2025-11-01T15:36:48.580212,B
7866,2025-11-01T15:36:49.580215,B
7867,2025-11-01T15:36:50.580218,B
7868,2025-11-01T15:36:51.580222,P
7869,2025-11-01T15:36:52.580225,B
7870,2025-11-01T15:36:53.580229,B
7871,2025-11-01T15:36:54.580232,P
7872,2025-11-01T15:36:55.580236,T
7873,2025-11-01T15:36:56.580239,P
7874,2025-11-01T15:36:57.580243,P
7875,2025-11-01T15:36:58.580246,B
7876,2025-11-01T15:36:59.580250,P
7877,2025-11-01T15:37:00.580253,P
7878,2025-11-01T15:37:01.580257,B
7879,2025-11-01T15:37:02.580260,P
7880,2025-11-01T15:37:03.580264,B
7881,2025-11-01T15:37:04.580267,P
7882,2025-11-01T15:37:05.580271,B
7883,2025-11-01T15:37:06.580274,B
7884,2025-11-01T15:37:07.580278,P
7885,2025-11-01T15:37:08.580281,B
7886,2025-11-01T15:37:09.580284,P
7887,2025-11-01T15:37:10.580288,P
7888,2025-11-01T15:37:11.580291,P
7889,2025-11-01T15:37:12.580295,B
7890,2025-11-01T15:37:13.580298,B
7891,2025-11-01T15:37:14.580302,P
7892,2025-11-01T15:37:15.580305,T
7893,2025-11-01T15:37:16.580309,P
7894,2025-11-01T15:37:17.580312,P
7895,2025-11-01T15:37:18.580316,P
7896,2025-11-01T15:37:19.580319,B
7897,2025-11-01T15:37:20.580322,B
7898,2025-11-01T15:37:21.580326,T
7899,2025-11-01T15:37:22.580329,B
7900,2025-11-01T15:37:23.580334,P
7901,2025-11-01T15:37:24.580337,B
7902,2025-11-01T15:37:25.580341,P
7903,2025-11-01T15:37:26.580344,P
7904,2025-11-01T15:37:27.580348,P
7905,2025-11-01T15:37:28.580351,P
7906,2025-11-01T15:37:29.580354,B
7907,2025-11-01T15:37:30.580358,P
7908,2025-11-01T15:37:31.580361,P
7909,2025-11-01T15:37:32.580365,P
7910,2025-11-01T15:37:33.580368,P
7911,2025-11-01T15:37:34.580372,P
7912,2025-11-01T15:37:35.580375,T
7913,2025-11-01T15:37:36.580379,B
7914,2025-11-01T15:37:37.580382,P
7915,2025-11-01T15:37:38.580385,P
7916,2025-11-01T15:37:39.580389,P
7917,2025-11-01T15:37:40.580392,B
7918,2025-11-01T15:37:41.580396,B
7919,2025-11-01T15:37:42.580399,B
7920,2025-11-01T15:37:43.580403,B
7921,2025-11-01T15:37:44.580406,P
7922,2025-11-01T15:37:45.580409,P
7923,2025-11-01T15:37:46.580413,P
7924,2025-11-01T15:37:47.580417,B
7925,2025-11-01T15:37:48.580420,P
7926,2025-11-01T15:37:49.580424,P
7927,2025-11-01T15:37:50.580427,P
7928,2025-11-01T15:37:51.580431,B
7929,2025-11-01T15:37:52.580434,B
7930,2025-11-01T15:37:53.580438,B
7931,2025-11-01T15:37:54.580441,T
7932,2025-11-01T15:37:55.580445,T
7933,2025-11-01T15:37:56.580448,P
7934,2025-11-01T15:37:57.580452,B
7935,2025-11-01T15:37:58.580455,B
7936,2025-11-01T15:37:59.580459,P
7937,2025-11-01T15:38:00.580462,P
7938,2025-11-01T15:38:01.580465,B
7939,2025-11-01T15:38:02.580470,P
7940,2025-11-01T15:38:03.580473,B
7941,2025-11-01T15:38:04.580477,P
7942,2025-11-01T15:38:05.580480,T
7943,2025-11-01T15:38:06.580484,B
7944,2025-11-01T15:38:07.580487,B
7945,2025-11-01T15:38:08.580491,P
7946,2025-11-01T15:38:09.580494,B
7947,2025-11-01T15:38:10.580497,T
7948,2025-11-01T15:38:11.580501,B
7949,2025-11-01T15:38:12.580504,P
7950,2025-11-01T15:38:13.580508,B
7951,2025-11-01T15:38:14.580511,B
7952,2025-11-01T15:38:15.580515,P
7953,2025-11-01T15:38:16.580518,P
7954,2025-11-01T15:38:17.580522,B
7955,2025-11-01T15:38:18.580525,P
7956,2025-11-01T15:38:19.580529,P
7957,2025-11-01T15:38:20.580532,B
7958,2025-11-01T15:38:21.580536,P
7959,2025-11-01T15:38:22.580539,B
7960,2025-11-01T15:38:23.580543,P
7961,2025-11-01T15:38:24.580546,P
7962,2025-11-01T15:38:25.580550,B
7963,2025-11-01T15:38:26.580553,B
7964,2025-11-01T15:38:27.580557,B
7965,2025-11-01T15:38:28.580560,T
7966,2025-11-01T15:38:29.580563,B
7967,2025-11-01T15:38:30.580567,B
7968,2025-11-01T15:38:31.580570,B
7969,2025-11-01T15:38:32.580574,B
7970,2025-11-01T15:38:33.580577,B
7971,2025-11-01T15:38:34.580581,P
7972,2025-11-01T15:38:35.580584,B
7973,2025-11-01T15:38:36.580587,B
7974,2025-11-01T15:38:37.580591,T
7975,2025-11-01T15:38:38.580594,P
7976,2025-11-01T15:38:39.580598,P
7977,2025-11-01T15:38:40.580601,P
7978,2025-11-01T15:38:41.580605,P
7979,2025-11-01T15:38:42.580608,P
7980,2025-11-01T15:38:43.580612,P
7981,2025-11-01T15:38:44.580615,B
7982,2025-11-01T15:38:45.580618,B
7983,2025-11-01T15:38:46.580622,P
7984,2025-11-01T15:38:47.580626,B
7985,2025-11-01T15:38:48.580629,P
7986,2025-11-01T15:38:49.580669,B
7987,2025-11-01T15:38:50.580673,B
7988,2025-11-01T15:38:51.580676,B
7989,2025-11-01T15:38:52.580680,B
7990,2025-11-01T15:38:53.580683,P
7991,2025-11-01T15:38:54.580687,P
7992,2025-11-01T15:38:55.580690,P
7993,2025-11-01T15:38:56.580694,B
7994,2025-11-01T15:38:57.580697,B
7995,2025-11-01T15:38:58.580701,P
7996,2025-11-01T15:38:59.580704,B
7997,2025-11-01T15:39:00.580707,B
7998,2025-11-01T15:39:01.580711,P
7999,2025-11-01T15:39:02.580714,P
8000,2025-11-01T15:39:03.580720,P
8001,2025-11-01T15:39:04.580727,P
8002,2025-11-01T15:39:05.580733,P
8003,2025-11-01T15:39:06.580738,T
8004,2025-11-01T15:39:07.580742,B
8005,2025-11-01T15:39:08.580745,P
8006,2025-11-01T15:39:09.580749,P
8007,2025-11-01T15:39:10.580752,P
8008,2025-11-01T15:39:11.580756,P
8009,2025-11-01T15:39:12.580759,B
8010,2025-11-01T15:39:13.580763,B
8011,2025-11-01T15:39:14.580766,P
8012,2025-11-01T15:39:15.580769,B
8013,2025-11-01T15:39:16.580773,P
8014,2025-11-01T15:39:17.580776,T
8015,2025-11-01T15:39:18.580780,T
8016,2025-11-01T15:39:19.580783,P
8017,2025-11-01T15:39:20.580787,B
8018,2025-11-01T15:39:21.580790,B
8019,2025-11-01T15:39:22.580794,P
8020,2025-11-01T15:39:23.580797,T
8021,2025-11-01T15:39:24.580800,T
8022,2025-11-01T15:39:25.580804,P
8023,2025-11-01T15:39:26.580807,B
8024,2025-11-01T15:39:27.580811,P
8025,2025-11-01T15:39:28.580814,B
8026,2025-11-01T15:39:29.580818,P
8027,2025-11-01T15:39:30.580821,B
8028,2025-11-01T15:39:31.580825,P
8029,2025-11-01T15:39:32.580828,P
8030,2025-11-01T15:39:33.580832,T
8031,2025-11-01T15:39:34.580835,P
8032,2025-11-01T15:39:35.580838,B
8033,2025-11-01T15:39:36.580842,T
8034,2025-11-01T15:39:37.580845,P
8035,2025-11-01T15:39:38.580849,P
8036,2025-11-01T15:39:39.580852,P
8037,2025-11-01T15:39:40.580856,T
8038,2025-11-01T15:39:41.580859,P
8039,2025-11-01T15:39:42.580863,B
8040,2025-11-01T15:39:43.580866,P
8041,2025-11-01T15:39:44.580869,P
8042,2025-11-01T15:39:45.580873,P
8043,2025-11-01T15:39:46.580876,B
8044,2025-11-01T15:39:47.580880,P
8045,2025-11-01T15:39:48.580883,P
8046,2025-11-01T15:39:49.580887,B
8047,2025-11-01T15:39:50.580890,P
8048,2025-11-01T15:39:51.580893,B
8049,2025-11-01T15:39:52.580897,P
8050,2025-11-01T15:39:53.580900,P
8051,2025-11-01T15:39:54.580904,B
8052,2025-11-01T15:39:55.580907,B
8053,2025-11-01T15:39:56.580911,P
8054,2025-11-01T15:39:57.580914,B
8055,2025-11-01T15:39:58.580917,B
8056,2025-11-01T15:39:59.580921,T
8057,2025-11-01T15:40:00.580924,P
8058,2025-11-01T15:40:01.580928,P
8059,2025-11-01T15:40:02.580931,B
8060,2025-11-01T15:40:03.580935,B
8061,2025-11-01T15:40:04.580938,T
8062,2025-11-01T15:40:05.580942,P
8063,2025-11-01T15:40:06.580945,B
8064,2025-11-01T15:40:07.580948,P
8065,2025-11-01T15:40:08.580952,P
8066,2025-11-01T15:40:09.580955,P
8067,2025-11-01T15:40:10.580959,P
8068,2025-11-01T15:40:11.580962,P
8069,2025-11-01T15:40:12.580966,P
8070,2025-11-01T15:40:13.580969,B
8071,2025-11-01T15:40:14.580973,B
8072,2025-11-01T15:40:15.580976,P
8073,2025-11-01T15:40:16.580979,P
8074,2025-11-01T15:40:17.580983,B
8075,2025-11-01T15:40:18.580986,P
8076,2025-11-01T15:40:19.580990,B
8077,2025-11-01T15:40:20.580993,T
8078,2025-11-01T15:40:21.580997,T
8079,2025-11-01T15:40:22.581000,P
8080,2025-11-01T15:40:23.581003,T
8081,2025-11-01T15:40:24.581007,P
8082,2025-11-01T15:40:25.581010,P
8083,2025-11-01T15:40:26.581014,P
8084,2025-11-01T15:40:27.581017,P
8085,2025-11-01T15:40:28.581021,B
8086,2025-11-01T15:40:29.581024,P
8087,2025-11-01T15:40:30.581027,P
8088,2025-11-01T15:40:31.581031,T
8089,2025-11-01T15:40:32.581034,B
8090,2025-11-01T15:40:33.581038,P
8091,2025-11-01T15:40:34.581041,T
8092,2025-11-01T15:40:35.581045,P
8093,2025-11-01T15:40:36.581048,P
8094,2025-11-01T15:40:37.581052,B
8095,2025-11-01T15:40:38.581055,T
8096,2025-11-01T15:40:39.581059,B
8097,2025-11-01T15:40:40.581062,P
8098,2025-11-01T15:40:41.581065,B
8099,2025-11-01T15:40:42.581069,B
8100,2025-11-01T15:40:43.581072,B
8101,2025-11-01T15:40:44.581076,B
8102,2025-11-01T15:40:45.581079,B
8103,2025-11-01T15:40:46.581082,P
8104,2025-11-01T15:40:47.581086,P
8105,2025-11-01T15:40:48.581089,B
8106,2025-11-01T15:40:49.581093,T
8107,2025-11-01T15:40:50.581096,T
8108,2025-11-01T15:40:51.581100,P
8109,2025-11-01T15:40:52.581103,P
8110,2025-11-01T15:40:53.581107,B
8111,2025-11-01T15:40:54.581111,B
8112,2025-11-01T15:40:55.581114,B
8113,2025-11-01T15:40:56.581117,B
8114,2025-11-01T15:40:57.581121,B
8115,2025-11-01T15:40:58.581125,B
8116,2025-11-01T15:40:59.581128,B
8117,2025-11-01T15:41:00.581131,P
8118,2025-11-01T15:41:01.581135,B
8119,2025-11-01T15:41:02.581138,P
8120,2025-11-01T15:41:03.581142,P
8121,2025-11-01T15:41:04.581145,P
8122,2025-11-01T15:41:05.581149,P
8123,2025-11-01T15:41:06.581152,B
8124,2025-11-01T15:41:07.581156,B
8125,2025-11-01T15:41:08.581159,P
8126,2025-11-01T15:41:09.581163,B
8127,2025-11-01T15:41:10.581166,B
8128,2025-11-01T15:41:11.581169,P
8129,2025-11-01T15:41:12.581173,P
